value;normdata_id;normdata_category;provider;docCount
"Bad";"4143866-8";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Bad Boll";"";"";"Haus des Dokumentarfilms";"2"
"Bad Buchau";"";"";"Haus des Dokumentarfilms";"4"
"Bad Cannstatt";"";"";"Haus des Dokumentarfilms";"22"
"Bad Ditzenbach";"";"";"Haus des Dokumentarfilms";"1"
"Bad Dürkheim";"";"";"Haus des Dokumentarfilms";"3"
"Bad Ems";"";"";"Haus des Dokumentarfilms";"3"
"Bad Essen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Gastein";"";"";"Haus des Dokumentarfilms";"2"
"Bad Griesbach";"";"";"Haus des Dokumentarfilms";"1"
"Bad Harzburg";"";"";"Haus des Dokumentarfilms";"1"
"Bad Herrenalb";"";"";"Haus des Dokumentarfilms";"1"
"Bad Hersfeld";"4024607-3";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bad Homburg";"";"";"Haus des Dokumentarfilms";"2"
"Bad Kissingen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Krotzingen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Krozingen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Ladis";"";"";"Haus des Dokumentarfilms";"1"
"Bad Liebenzell";"";"";"Haus des Dokumentarfilms";"3"
"Bad Mergentheim";"";"";"Haus des Dokumentarfilms";"4"
"Bad Nauheim";"";"";"Haus des Dokumentarfilms";"1"
"Bad Niedernau";"";"";"Haus des Dokumentarfilms";"1"
"Bad Oberdorf";"";"";"Haus des Dokumentarfilms";"1"
"Bad Oeynhausen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Pyrmont";"";"";"Haus des Dokumentarfilms";"1"
"Bad Ragaz";"";"";"Haus des Dokumentarfilms";"1"
"Bad Reichenhall";"";"";"Haus des Dokumentarfilms";"2"
"Bad Rippoldsau";"";"";"Haus des Dokumentarfilms";"3"
"Bad Salzuflen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Schachen";"";"";"Haus des Dokumentarfilms";"3"
"Bad Segeberg";"";"";"Haus des Dokumentarfilms";"1"
"Bad Säckingen";"";"";"Haus des Dokumentarfilms";"1"
"Bad Teinach";"";"";"Haus des Dokumentarfilms";"2"
"Bad Teinach-Zavelstein";"";"";"Haus des Dokumentarfilms";"1"
"Bad Tölz";"";"";"Haus des Dokumentarfilms";"1"
"Bad Urach";"";"";"Haus des Dokumentarfilms";"7"
"Bad Wildbad";"";"";"Haus des Dokumentarfilms";"2"
"Bad Wimpfen";"";"";"Haus des Dokumentarfilms";"5"
"Bad Wurzach";"";"";"Haus des Dokumentarfilms";"2"
"Bad Wurzacher Blutritt";"";"";"Haus des Dokumentarfilms";"1"
"Bad Wörishofen";"";"";"Haus des Dokumentarfilms";"3"
"Badakshan";"";"";"Haus des Dokumentarfilms";"1"
"Badeanzug";"4231299-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bademode";"";"";"Haus des Dokumentarfilms";"3"
"Baden";"";"";"Haus des Dokumentarfilms";"50"
"Baden Württemberg";"";"";"Haus des Dokumentarfilms";"1"
"Baden-Baden";"";"";"Haus des Dokumentarfilms";"19"
"Baden-Württemberg";"";"";"Haus des Dokumentarfilms";"24"
"Badende";"";"";"Haus des Dokumentarfilms";"4"
"Badenweiler";"";"";"Haus des Dokumentarfilms";"2"
"Badesee";"";"";"Haus des Dokumentarfilms";"1"
"Badezimmer";"";"";"Haus des Dokumentarfilms";"1"
"Badisches Landesturnfest";"";"";"Haus des Dokumentarfilms";"1"
"Badisches Staatstheater";"";"";"Haus des Dokumentarfilms";"1"
"Badminton";"";"";"Haus des Dokumentarfilms";"3"
"Bagger";"";"";"Haus des Dokumentarfilms";"1"
"Bahamas";"";"";"Haus des Dokumentarfilms";"2"
"Bahn";"";"";"Haus des Dokumentarfilms";"8"
"Bahnfahrt";"";"";"Haus des Dokumentarfilms";"6"
"Bahnhof";"";"";"Haus des Dokumentarfilms";"37"
"Baier, Ernst";"";"";"Haus des Dokumentarfilms";"1"
"Baiersbronn";"";"";"Haus des Dokumentarfilms";"5"
"Baker Eddy, Mary";"";"";"Haus des Dokumentarfilms";"1"
"Baker, Josefine";"";"";"Haus des Dokumentarfilms";"1"
"Balancespiel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Balearen";"";"";"Haus des Dokumentarfilms";"1"
"Bali";"";"";"Haus des Dokumentarfilms";"2"
"Balkan";"";"";"Haus des Dokumentarfilms";"1"
"Balkanfeldzug";"";"";"Haus des Dokumentarfilms";"3"
"Ball";"";"";"Haus des Dokumentarfilms";"1"
"Ballenstedt";"";"";"Haus des Dokumentarfilms";"1"
"Ballett";"4004351-4";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Ballmertshofen";"";"";"Haus des Dokumentarfilms";"1"
"Ballon";"";"";"Haus des Dokumentarfilms";"2"
"Ballonfahren";"";"";"Haus des Dokumentarfilms";"1"
"Ballspiel";"";"";"Haus des Dokumentarfilms";"1"
"Ballsport";"";"";"Haus des Dokumentarfilms";"1"
"Bamberg";"";"";"Haus des Dokumentarfilms";"1"
"Bambus";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Bambusflöte";"";"";"Technische Informationsbibliothek (TIB)";"3"
"Bambusklarinette";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Banane";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Band (Musikgruppe)";"4170827-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Bandit";"4441537-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bandung";"";"";"Haus des Dokumentarfilms";"4"
"Bangkok";"";"";"Haus des Dokumentarfilms";"4"
"Bank";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Bankhaus Partin GmbH & Co. KGaA";"";"";"Haus des Dokumentarfilms";"1"
"Banküberfall";"4144017-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Baobab";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Baracke";"";"";"Haus des Dokumentarfilms";"1"
"Baracken";"";"";"Haus des Dokumentarfilms";"1"
"Barcelona";"";"";"Haus des Dokumentarfilms";"3"
"Barock";"";"";"Haus des Dokumentarfilms";"1"
"Baron";"4122878-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Bartholomä";"";"";"Haus des Dokumentarfilms";"1"
"Basar";"";"";"Haus des Dokumentarfilms";"1"
"Basel";"";"";"Haus des Dokumentarfilms";"2"
"Basilica de Santa Maria de Guadalupe";"";"";"Haus des Dokumentarfilms";"1"
"Bast";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Basteln";"";"";"Haus des Dokumentarfilms";"2"
"Bastia";"";"";"Haus des Dokumentarfilms";"1"
"Bastogne";"";"";"Haus des Dokumentarfilms";"1"
"Baststrick (Nabelschnur)";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Basutoland";"";"";"Haus des Dokumentarfilms";"1"
"Bau";"";"";"Haus des Dokumentarfilms";"17"
"Bauarbeiten";"";"";"Haus des Dokumentarfilms";"22"
"Bauarbeiter";"";"";"Haus des Dokumentarfilms";"17"
"Baudenkmal";"";"";"Haus des Dokumentarfilms";"1"
"Bauen";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"10"
"Bauer";"";"";"Haus des Dokumentarfilms";"48"
"Bauer, Fritz";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Bauer, Ulrich";"";"";"Haus des Dokumentarfilms";"2"
"Bauernhof";"";"";"Haus des Dokumentarfilms";"8"
"Bauerntag";"";"";"Haus des Dokumentarfilms";"1"
"Baufirma";"";"";"Haus des Dokumentarfilms";"2"
"Bauhof";"";"";"Haus des Dokumentarfilms";"2"
"Bauhütte";"";"";"Haus des Dokumentarfilms";"1"
"Bauleiter";"";"";"Haus des Dokumentarfilms";"1"
"Baum";"";"";"Haus des Dokumentarfilms";"5"
"Baumeister, Willi";"";"";"Haus des Dokumentarfilms";"1"
"Baumpflanzaktion";"";"";"Haus des Dokumentarfilms";"2"
"Baumpflanzung";"4486830-3";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Baumwolle";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"4"
"Bauplatz";"";"";"Haus des Dokumentarfilms";"1"
"Bauprojekt";"";"";"Haus des Dokumentarfilms";"115"
"Bausch, Pina";"118507680";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bausparkasse";"";"";"Haus des Dokumentarfilms";"1"
"Baustelle";"";"";"Haus des Dokumentarfilms";"83"
"Baustelle   Bauprojekt";"";"";"Haus des Dokumentarfilms";"1"
"Baustil";"";"";"Haus des Dokumentarfilms";"2"
"Bauvorhaben";"";"";"Haus des Dokumentarfilms";"109"
"Bauwerk";"";"";"Haus des Dokumentarfilms";"116"
"Bauwesen";"";"";"Technische Informationsbibliothek (TIB)";"9"
"Bauwirtschaft";"";"";"Haus des Dokumentarfilms";"4"
"Bayer";"";"";"Haus des Dokumentarfilms";"1"
"Bayerischer Wald";"";"";"Haus des Dokumentarfilms";"1"
"Bayern";"";"";"Haus des Dokumentarfilms";"92"
"Bayreuth";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Bayreuther Festspiele";"2005447-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bayrischzell";"";"";"Haus des Dokumentarfilms";"1"
"Bazille, Wilhelm";"";"";"Haus des Dokumentarfilms";"1"
"BdM";"";"";"Haus des Dokumentarfilms";"2"
"Bea, Augustin";"";"";"Haus des Dokumentarfilms";"1"
"Beamter";"";"";"Haus des Dokumentarfilms";"1"
"Bebauung";"";"";"Haus des Dokumentarfilms";"1"
"Bebauungsplan";"";"";"Haus des Dokumentarfilms";"1"
"Bebenhausen";"";"";"Haus des Dokumentarfilms";"5"
"Beck, Franz Wilhelm";"";"";"Haus des Dokumentarfilms";"1"
"Becken";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Becker, Ben";"";"";"Haus des Dokumentarfilms";"1"
"Becker, Joachim";"";"";"Haus des Dokumentarfilms";"1"
"Beckmann, Max";"118508210";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Beduine";"";"";"Haus des Dokumentarfilms";"2"
"Beer, Georg (Prof. Dr.)";"";"";"Haus des Dokumentarfilms";"1"
"Beerdigung";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"12"
"Befragung des Ahnengeistes";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Befreiungshalle";"";"";"Haus des Dokumentarfilms";"1"
"Begräbnis";"";"";"Haus des Dokumentarfilms";"2"
"Begrüßung";"";"";"Haus des Dokumentarfilms";"1"
"Behindertensport";"";"";"Haus des Dokumentarfilms";"1"
"Behinderter";"";"";"Haus des Dokumentarfilms";"2"
"Behinderung";"";"";"Haus des Dokumentarfilms";"9"
"Beilstein";"";"";"Haus des Dokumentarfilms";"1"
"Beirut";"";"";"Haus des Dokumentarfilms";"4"
"Bekleidungsindustrie";"";"";"Haus des Dokumentarfilms";"2"
"Belchen";"";"";"Haus des Dokumentarfilms";"1"
"Belegschaft";"";"";"Haus des Dokumentarfilms";"3"
"Belgien";"";"";"Haus des Dokumentarfilms";"21"
"Belgrad";"";"";"Haus des Dokumentarfilms";"2"
"Bellagio";"";"";"Haus des Dokumentarfilms";"1"
"Belling, Paulus";"";"";"Haus des Dokumentarfilms";"1"
"Bellinzona";"";"";"Haus des Dokumentarfilms";"1"
"Belvedere";"";"";"Haus des Dokumentarfilms";"1"
"Benares";"";"";"Haus des Dokumentarfilms";"1"
"Benediktiner";"";"";"Haus des Dokumentarfilms";"1"
"Benn, Gottfried";"118509047";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Benningen";"";"";"Haus des Dokumentarfilms";"1"
"Berchtesgaden";"";"";"Haus des Dokumentarfilms";"5"
"Bereitschaftspolizei";"";"";"Haus des Dokumentarfilms";"2"
"Berg";"";"";"Haus des Dokumentarfilms";"27"
"Bergarbeiter";"";"";"Haus des Dokumentarfilms";"1"
"Bergbahn";"";"";"Haus des Dokumentarfilms";"1"
"Bergbau";"";"";"Haus des Dokumentarfilms";"12"
"Bergbauer";"";"";"Haus des Dokumentarfilms";"2"
"Bergen";"4444651-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bergenweiler";"";"";"Haus des Dokumentarfilms";"1"
"Bergfilm";"";"";"Haus des Dokumentarfilms";"3"
"Berggasthof Klapf";"";"";"Haus des Dokumentarfilms";"1"
"Berghausen";"";"";"Haus des Dokumentarfilms";"2"
"Berghütte";"";"";"Haus des Dokumentarfilms";"2"
"Bergmann";"4005674-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bergsee";"";"";"Haus des Dokumentarfilms";"1"
"Bergsport";"";"";"Haus des Dokumentarfilms";"1"
"Bergsteigen";"4005694-6";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Bergsteiger";"4005695-8";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Bergtour";"";"";"Haus des Dokumentarfilms";"1"
"Bergwandern";"";"";"Haus des Dokumentarfilms";"1"
"Bergwanderung";"";"";"Haus des Dokumentarfilms";"7"
"Bergwelt";"";"";"Haus des Dokumentarfilms";"1"
"Bergwerk";"";"";"Haus des Dokumentarfilms";"1"
"Berlichingen";"";"";"Haus des Dokumentarfilms";"1"
"Berlin";"";"";"Haus des Dokumentarfilms";"138"
"Berlin (Ost)";"4087295-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"12"
"Berlin (West)";"4069304-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"16"
"Berlin-Grunewald";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Kreuzberg";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Marzahn-Hellersdorf";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Oberschöneweide";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Prenzlauer Berg";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Berlin-Schlachtensee";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Spandau";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Steglitz";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Tegel";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berlin-Wedding";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berliner Dom";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berliner Mauer";"4094837-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen, Haus des Dokumentarfilms";"5"
"Berliner Philharmonisches Orchester";"";"";"Haus des Dokumentarfilms";"1"
"Bern";"";"";"Haus des Dokumentarfilms";"6"
"Bernadotte, Karin";"";"";"Haus des Dokumentarfilms";"8"
"Bernadotte, Lennart";"";"";"Haus des Dokumentarfilms";"8"
"Bernau";"";"";"Haus des Dokumentarfilms";"2"
"Berneck";"";"";"Haus des Dokumentarfilms";"3"
"Berner Oberland";"";"";"Haus des Dokumentarfilms";"2"
"Bernhardiner";"";"";"Haus des Dokumentarfilms";"2"
"Bernkastel-Kues";"";"";"Haus des Dokumentarfilms";"1"
"Bernsteinschule";"";"";"Haus des Dokumentarfilms";"1"
"Beruf";"";"";"Haus des Dokumentarfilms";"8"
"Berufliche Bildung";"";"";"Haus des Dokumentarfilms";"1"
"Berufsalltag";"";"";"Haus des Dokumentarfilms";"1"
"Berufsschule";"";"";"Haus des Dokumentarfilms";"1"
"Berufsverbot";"4005959-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Berufswelt";"";"";"Haus des Dokumentarfilms";"8"
"Besatzungsmacht";"";"";"Haus des Dokumentarfilms";"5"
"Besatzungssoldat";"";"";"Haus des Dokumentarfilms";"1"
"Besatzungszeit";"";"";"Haus des Dokumentarfilms";"20"
"Besatzungszone amerikanische";"";"";"Haus des Dokumentarfilms";"1"
"Beschichtung";"";"";"Haus des Dokumentarfilms";"1"
"Besenherstellung";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Besichtigung";"";"";"Haus des Dokumentarfilms";"1"
"Besigheim";"";"";"Haus des Dokumentarfilms";"11"
"Bespannen einer Trommel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Besprechen";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Bestattung";"";"";"Haus des Dokumentarfilms";"7"
"Besuch";"";"";"Haus des Dokumentarfilms";"16"
"Besuchstag";"";"";"Haus des Dokumentarfilms";"1"
"Betel, Betelkauen";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Betelpalme";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Bethel";"";"";"Haus des Dokumentarfilms";"1"
"Betlehem";"";"";"Haus des Dokumentarfilms";"1"
"Beton";"";"";"Haus des Dokumentarfilms";"1"
"Betrieb";"";"";"Haus des Dokumentarfilms";"4"
"Betriebsausflug";"";"";"Haus des Dokumentarfilms";"26"
"Betriebsrat";"4006204-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Betriebssport";"";"";"Haus des Dokumentarfilms";"1"
"Betriebswerk";"";"";"Haus des Dokumentarfilms";"2"
"Betrug";"4208658-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Betrüger";"4145082-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Bettenhausen";"";"";"Haus des Dokumentarfilms";"1"
"Betzingen";"";"";"Haus des Dokumentarfilms";"6"
"Beuren";"";"";"Haus des Dokumentarfilms";"1"
"Beuren Freilichtmuseum";"";"";"Haus des Dokumentarfilms";"1"
"Beuron";"";"";"Haus des Dokumentarfilms";"1"
"Beuteltiere";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Beuys, Joseph";"a83ace9f0faa4d21a22271e041b8e0ab";"avefi:FilmportalResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Beuys, Joseph";"118510460";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bevölkerung";"";"";"Haus des Dokumentarfilms";"11"
"Bevölkerungswanderung";"";"";"Haus des Dokumentarfilms";"8"
"Bewegung";"";"";"Haus des Dokumentarfilms";"1"
"Bewegungsspiel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Beziehung";"";"";"Haus des Dokumentarfilms";"1"
"Bezirk";"";"";"Haus des Dokumentarfilms";"1"
"Biarritz";"";"";"Haus des Dokumentarfilms";"1"
"Biberach";"";"";"Haus des Dokumentarfilms";"10"
"Biberacher Kinderschützenfest";"";"";"Haus des Dokumentarfilms";"1"
"Biberacher Schützenfest";"";"";"Haus des Dokumentarfilms";"4"
"Bibliothek";"4006439-6";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Biblis";"";"";"Haus des Dokumentarfilms";"1"
"Biene";"";"";"Haus des Dokumentarfilms";"2"
"Bier";"";"";"Haus des Dokumentarfilms";"1"
"Bietigheim";"";"";"Haus des Dokumentarfilms";"3"
"Bikini";"4195938-3";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bildende Kunst";"4114333-4";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"9"
"Bildhauer";"";"";"Haus des Dokumentarfilms";"5"
"Bildkunst";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Bildung";"";"";"Haus des Dokumentarfilms";"2"
"Biografie";"";"";"Haus des Dokumentarfilms";"1"
"Biographie";"";"";"Haus des Dokumentarfilms";"1"
"Biologe";"";"";"Haus des Dokumentarfilms";"1"
"Biologie";"";"";"Haus des Dokumentarfilms";"11"
"Biologisches Leben";"";"";"Haus des Dokumentarfilms";"1"
"Birkenkopf";"";"";"Haus des Dokumentarfilms";"2"
"Birkle, Dieter";"";"";"Haus des Dokumentarfilms";"1"
"Birkmannsweiler";"";"";"Haus des Dokumentarfilms";"1"
"Bischof";"4006949-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bissingen";"";"";"Haus des Dokumentarfilms";"1"
"Blasinstrumente";"";"";"Technische Informationsbibliothek (TIB)";"20"
"Blasorchester";"";"";"Haus des Dokumentarfilms";"1"
"Blasrohr";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Blaubeuren";"";"";"Haus des Dokumentarfilms";"16"
"Blautopf";"";"";"Haus des Dokumentarfilms";"1"
"Bleicher, Willi";"";"";"Haus des Dokumentarfilms";"1"
"Bleigei-Tanz";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Bleustein-Blanchet, Marcel";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Blindheit";"4007150-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bloemfontein";"";"";"Haus des Dokumentarfilms";"1"
"Blois";"";"";"Haus des Dokumentarfilms";"1"
"Blombacka";"";"";"Haus des Dokumentarfilms";"1"
"Bludenz";"";"";"Haus des Dokumentarfilms";"3"
"Blum, Leon";"";"";"Haus des Dokumentarfilms";"1"
"Blumberg";"";"";"Haus des Dokumentarfilms";"1"
"Blume";"";"";"Haus des Dokumentarfilms";"9"
"Blumen";"";"";"Haus des Dokumentarfilms";"2"
"Blumen / Blumenteppich";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Blumen / Blummensammeln, Blumenbinden";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Blumenbeet";"";"";"Haus des Dokumentarfilms";"1"
"Blumenmarkt";"";"";"Haus des Dokumentarfilms";"1"
"Blumenschau";"";"";"Haus des Dokumentarfilms";"1"
"Blut";"4007259-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Blutsbrüder";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Blühendes Barock Ludwigsburg";"";"";"Haus des Dokumentarfilms";"1"
"Boccia";"";"";"Haus des Dokumentarfilms";"2"
"Bochum";"";"";"Haus des Dokumentarfilms";"2"
"Boden";"";"";"Haus des Dokumentarfilms";"1"
"Bodensee";"";"";"Haus des Dokumentarfilms";"117"
"Bodman";"";"";"Haus des Dokumentarfilms";"1"
"Bodybuilding";"";"";"Haus des Dokumentarfilms";"1"
"Bogenschießen";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"2"
"Boje, Walter";"";"";"Haus des Dokumentarfilms";"1"
"Bolheim";"";"";"Haus des Dokumentarfilms";"2"
"Bolivien";"";"";"Haus des Dokumentarfilms";"2"
"Bollenhut";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"3"
"Bollschweil";"";"";"Haus des Dokumentarfilms";"1"
"Bologna";"";"";"Haus des Dokumentarfilms";"1"
"Bolz, Eugen";"";"";"Haus des Dokumentarfilms";"1"
"Bombay";"";"";"Haus des Dokumentarfilms";"3"
"Bombe";"4338394-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Bomben";"";"";"Haus des Dokumentarfilms";"1"
"Bombenangriff";"";"";"Haus des Dokumentarfilms";"1"
"Bon religion";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Bon-Religion";"";"";"Technische Informationsbibliothek (TIB)";"3"
"Bonifacio";"";"";"Haus des Dokumentarfilms";"1"
"Bonlanden";"";"";"Haus des Dokumentarfilms";"1"
"Bonn";"4007666-0";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Bonnétable";"";"";"Haus des Dokumentarfilms";"1"
"Boot";"";"";"Haus des Dokumentarfilms";"17"
